x-axis,1,2
second,Volt,Volt
-500.003E-06,+1.487624932E+00,+2.525039039E+00
-499.002E-06,+1.437624681E+00,+2.509413961E+00
-498.002E-06,+1.487375432E+00,+2.509374976E+00
-497.002E-06,+1.487499932E+00,+2.524961148E+00
-496.002E-06,+1.487499932E+00,+2.524999976E+00
-495.002E-06,+1.487499932E+00,+2.509413648E+00
-494.002E-06,+1.487499932E+00,+2.509374976E+00
-493.002E-06,+1.462561556E+00,+2.509374976E+00
-492.002E-06,+1.462499931E+00,+2.493788414E+00
-491.002E-06,+1.512377182E+00,+2.509336617E+00
-490.002E-06,+1.437683681E+00,+2.509374976E+00
-489.002E-06,+1.462438806E+00,+2.509374976E+00
-488.002E-06,+1.462499931E+00,+2.509374976E+00
-487.002E-06,+1.462499931E+00,+2.524961929E+00
-486.002E-06,+1.487439182E+00,+2.478238882E+00
-485.002E-06,+1.487499932E+00,+2.509299195E+00
-484.002E-06,+1.462560431E+00,+2.509374976E+00
-483.002E-06,+1.462499931E+00,+2.509374976E+00
-482.002E-06,+1.462499931E+00,+2.509374976E+00
-481.002E-06,+1.487439807E+00,+2.524962398E+00
-480.002E-06,+1.487499932E+00,+2.509412476E+00
-479.002E-06,+1.487499932E+00,+2.493787398E+00
-478.002E-06,+1.487499932E+00,+2.493749976E+00
-477.002E-06,+1.487499932E+00,+2.478162242E+00
-476.002E-06,+1.462559431E+00,+2.524888414E+00
-475.002E-06,+1.512381182E+00,+2.509412086E+00
-474.002E-06,+1.487559182E+00,+2.493787007E+00
-473.002E-06,+1.462559056E+00,+2.509338023E+00
-472.002E-06,+1.462499931E+00,+2.524963101E+00
-471.002E-06,+1.487441057E+00,+2.509411773E+00
-470.002E-06,+1.512441182E+00,+2.493786695E+00
-469.002E-06,+1.487558557E+00,+2.524926695E+00
-468.002E-06,+1.487499932E+00,+2.493823101E+00
-467.002E-06,+1.487499932E+00,+2.509338492E+00
-466.002E-06,+1.462558181E+00,+2.509374976E+00
-465.002E-06,+1.437558056E+00,+2.509374976E+00
-464.002E-06,+1.487383932E+00,+2.524963726E+00
-463.002E-06,+1.462557806E+00,+2.509411148E+00
-462.002E-06,+1.462499931E+00,+2.509374976E+00
-461.002E-06,+1.487442307E+00,+2.493785992E+00
-460.002E-06,+1.512442432E+00,+2.493749976E+00
-459.002E-06,+1.487557307E+00,+2.509339117E+00
-458.002E-06,+1.487499932E+00,+2.493785757E+00
-457.002E-06,+1.487499932E+00,+2.493749976E+00
-456.002E-06,+1.462556931E+00,+2.509339351E+00
